,ID,Jahr,Monat,Gastro_Id,Umsatz in millionen, TMK,Jahr_Monat
611,611,1998,8,WZ08-561,173.0,19.2,1998-8
612,612,1998,8,WZ08-562,94.8,19.2,1998-8
613,613,1998,8,WZ08-563,205.9,19.2,1998-8
614,614,1998,8,WZ08-561-01,177.5,19.2,1998-8
615,615,1998,8,WZ08-55-01,145.3,19.2,1998-8
616,616,1998,9,WZ08-55,137.9,14.55,1998-9
617,617,1998,9,WZ08-551,136.8,14.55,1998-9
618,618,1998,9,WZ08-552,169.5,14.55,1998-9
619,619,1998,9,WZ08-553,68.4,14.55,1998-9
620,620,1998,9,WZ08-559,184.6,14.55,1998-9
621,621,1998,9,WZ08-56,155.3,14.55,1998-9
622,622,1998,9,WZ08-561,163.1,14.55,1998-9
623,623,1998,9,WZ08-562,108.3,14.55,1998-9
624,624,1998,9,WZ08-563,192.3,14.55,1998-9
625,625,1998,9,WZ08-561-01,167.1,14.55,1998-9
626,626,1998,9,WZ08-55-01,148.4,14.55,1998-9
627,627,1998,10,WZ08-55,130.6,10.8,1998-10
628,628,1998,10,WZ08-551,130.4,10.8,1998-10
629,629,1998,10,WZ08-552,153.2,10.8,1998-10
630,630,1998,10,WZ08-553,50.5,10.8,1998-10
631,631,1998,10,WZ08-559,153.1,10.8,1998-10
632,632,1998,10,WZ08-56,155.1,10.8,1998-10
633,633,1998,10,WZ08-561,161.1,10.8,1998-10
634,634,1998,10,WZ08-562,107.1,10.8,1998-10
635,635,1998,10,WZ08-563,205.0,10.8,1998-10
636,636,1998,10,WZ08-561-01,167.1,10.8,1998-10
637,637,1998,10,WZ08-55-01,145.2,10.8,1998-10
638,638,1998,11,WZ08-55,100.4,2.85,1998-11
639,639,1998,11,WZ08-551,102.5,2.85,1998-11
640,640,1998,11,WZ08-552,78.5,2.85,1998-11
641,641,1998,11,WZ08-553,30.3,2.85,1998-11
642,642,1998,11,WZ08-559,66.7,2.85,1998-11
643,643,1998,11,WZ08-56,144.1,2.85,1998-11
644,644,1998,11,WZ08-561,147.0,2.85,1998-11
645,645,1998,11,WZ08-562,106.6,2.85,1998-11
646,646,1998,11,WZ08-563,193.8,2.85,1998-11
647,647,1998,11,WZ08-561-01,153.4,2.85,1998-11
648,648,1998,11,WZ08-55-01,126.4,2.85,1998-11
649,649,1998,12,WZ08-55,105.8,1.3,1998-12
650,650,1998,12,WZ08-551,107.3,1.3,1998-12
651,651,1998,12,WZ08-552,93.2,1.3,1998-12
652,652,1998,12,WZ08-553,36.9,1.3,1998-12
653,653,1998,12,WZ08-559,95.8,1.3,1998-12
654,654,1998,12,WZ08-56,160.2,1.3,1998-12
655,655,1998,12,WZ08-561,167.9,1.3,1998-12
656,656,1998,12,WZ08-562,102.6,1.3,1998-12
657,657,1998,12,WZ08-563,216.7,1.3,1998-12
658,658,1998,12,WZ08-561-01,174.6,1.3,1998-12
659,659,1998,12,WZ08-55-01,138.2,1.3,1998-12
660,660,1999,1,WZ08-55,91.1,3.7,1999-1
661,661,1999,1,WZ08-551,91.6,3.7,1999-1
662,662,1999,1,WZ08-552,86.9,3.7,1999-1
663,663,1999,1,WZ08-553,56.0,3.7,1999-1
664,664,1999,1,WZ08-559,90.9,3.7,1999-1
665,665,1999,1,WZ08-56,135.6,3.7,1999-1
666,666,1999,1,WZ08-561,140.8,3.7,1999-1
667,667,1999,1,WZ08-562,90.8,3.7,1999-1
668,668,1999,1,WZ08-563,184.5,3.7,1999-1
669,669,1999,1,WZ08-561-01,146.8,3.7,1999-1
670,670,1999,1,WZ08-55-01,117.5,3.7,1999-1
671,671,1999,2,WZ08-55,93.1,1.9,1999-2
672,672,1999,2,WZ08-551,93.4,1.9,1999-2
673,673,1999,2,WZ08-552,92.3,1.9,1999-2
674,674,1999,2,WZ08-553,60.0,1.9,1999-2
675,675,1999,2,WZ08-559,91.2,1.9,1999-2
676,676,1999,2,WZ08-56,130.2,1.9,1999-2
677,677,1999,2,WZ08-561,133.7,1.9,1999-2
678,678,1999,2,WZ08-562,92.7,1.9,1999-2
679,679,1999,2,WZ08-563,176.8,1.9,1999-2
680,680,1999,2,WZ08-561-01,139.5,1.9,1999-2
681,681,1999,2,WZ08-55-01,115.1,1.9,1999-2
682,682,1999,3,WZ08-55,105.2,6.8,1999-3
683,683,1999,3,WZ08-551,106.2,6.8,1999-3
684,684,1999,3,WZ08-552,92.9,6.8,1999-3
685,685,1999,3,WZ08-553,66.7,6.8,1999-3
686,686,1999,3,WZ08-559,93.0,6.8,1999-3
687,687,1999,3,WZ08-56,144.7,6.8,1999-3
688,688,1999,3,WZ08-561,150.9,6.8,1999-3
689,689,1999,3,WZ08-562,103.8,6.8,1999-3
690,690,1999,3,WZ08-563,180.2,6.8,1999-3
691,691,1999,3,WZ08-561-01,155.0,6.8,1999-3
692,692,1999,3,WZ08-55-01,128.6,6.8,1999-3
693,693,1999,4,WZ08-55,106.3,11.8,1999-4
694,694,1999,4,WZ08-551,105.5,11.8,1999-4
695,695,1999,4,WZ08-552,114.0,11.8,1999-4
696,696,1999,4,WZ08-553,102.9,11.8,1999-4
697,697,1999,4,WZ08-559,112.1,11.8,1999-4
698,698,1999,4,WZ08-56,148.5,11.8,1999-4
699,699,1999,4,WZ08-561,156.9,11.8,1999-4
700,700,1999,4,WZ08-562,96.2,11.8,1999-4
701,701,1999,4,WZ08-563,191.6,11.8,1999-4
702,702,1999,4,WZ08-561-01,161.7,11.8,1999-4
703,703,1999,4,WZ08-55-01,131.5,11.8,1999-4
704,704,1999,5,WZ08-55,128.0,15.1,1999-5
705,705,1999,5,WZ08-551,127.4,15.1,1999-5
706,706,1999,5,WZ08-552,142.3,15.1,1999-5
707,707,1999,5,WZ08-553,93.8,15.1,1999-5
708,708,1999,5,WZ08-559,143.1,15.1,1999-5
709,709,1999,5,WZ08-56,161.9,15.1,1999-5
710,710,1999,5,WZ08-561,174.2,15.1,1999-5
711,711,1999,5,WZ08-562,98.5,15.1,1999-5
712,712,1999,5,WZ08-563,201.1,15.1,1999-5
713,713,1999,5,WZ08-561-01,177.8,15.1,1999-5
714,714,1999,5,WZ08-55-01,148.3,15.1,1999-5
715,715,1999,6,WZ08-55,122.8,17.6,1999-6
716,716,1999,6,WZ08-551,121.6,17.6,1999-6
717,717,1999,6,WZ08-552,153.3,17.6,1999-6
718,718,1999,6,WZ08-553,76.6,17.6,1999-6
719,719,1999,6,WZ08-559,147.5,17.6,1999-6
720,720,1999,6,WZ08-56,152.7,17.6,1999-6
721,721,1999,6,WZ08-561,161.5,17.6,1999-6
722,722,1999,6,WZ08-562,105.1,17.6,1999-6
723,723,1999,6,WZ08-563,185.6,17.6,1999-6
724,724,1999,6,WZ08-561-01,164.7,17.6,1999-6
725,725,1999,6,WZ08-55-01,140.6,17.6,1999-6
726,726,1999,7,WZ08-55,116.8,21.5,1999-7
727,727,1999,7,WZ08-551,113.3,21.5,1999-7
728,728,1999,7,WZ08-552,173.6,21.5,1999-7
729,729,1999,7,WZ08-553,105.8,21.5,1999-7
730,730,1999,7,WZ08-559,184.6,21.5,1999-7
731,731,1999,7,WZ08-56,161.7,21.5,1999-7
732,732,1999,7,WZ08-561,172.5,21.5,1999-7
733,733,1999,7,WZ08-562,101.0,21.5,1999-7
734,734,1999,7,WZ08-563,205.7,21.5,1999-7
735,735,1999,7,WZ08-561-01,176.9,21.5,1999-7
736,736,1999,7,WZ08-55-01,143.5,21.5,1999-7
737,737,1999,8,WZ08-55,122.3,18.2,1999-8
738,738,1999,8,WZ08-551,118.3,18.2,1999-8
739,739,1999,8,WZ08-552,186.9,18.2,1999-8
740,740,1999,8,WZ08-553,114.2,18.2,1999-8
741,741,1999,8,WZ08-559,200.7,18.2,1999-8
742,742,1999,8,WZ08-56,157.2,18.2,1999-8
743,743,1999,8,WZ08-561,170.6,18.2,1999-8
744,744,1999,8,WZ08-562,95.2,18.2,1999-8
745,745,1999,8,WZ08-563,188.5,18.2,1999-8
746,746,1999,8,WZ08-561-01,172.8,18.2,1999-8
747,747,1999,8,WZ08-55-01,143.2,18.2,1999-8
748,748,1999,9,WZ08-55,140.4,17.6,1999-9
749,749,1999,9,WZ08-551,139.6,17.6,1999-9
750,750,1999,9,WZ08-552,163.4,17.6,1999-9
751,751,1999,9,WZ08-553,95.3,17.6,1999-9
752,752,1999,9,WZ08-559,152.7,17.6,1999-9
753,753,1999,9,WZ08-56,157.1,17.6,1999-9
754,754,1999,9,WZ08-561,166.6,17.6,1999-9
755,755,1999,9,WZ08-562,107.7,17.6,1999-9
756,756,1999,9,WZ08-563,188.7,17.6,1999-9
757,757,1999,9,WZ08-561-01,169.6,17.6,1999-9
758,758,1999,9,WZ08-55-01,150.4,17.6,1999-9
759,759,1999,10,WZ08-55,132.8,10.4,1999-10
760,760,1999,10,WZ08-551,132.9,10.4,1999-10
761,761,1999,10,WZ08-552,144.8,10.4,1999-10
762,762,1999,10,WZ08-553,72.4,10.4,1999-10
763,763,1999,10,WZ08-559,133.9,10.4,1999-10
764,764,1999,10,WZ08-56,155.0,10.4,1999-10
765,765,1999,10,WZ08-561,163.6,10.4,1999-10
766,766,1999,10,WZ08-562,103.8,10.4,1999-10
767,767,1999,10,WZ08-563,194.4,10.4,1999-10
768,768,1999,10,WZ08-561-01,167.8,10.4,1999-10
769,769,1999,10,WZ08-55-01,146.0,10.4,1999-10
770,770,1999,11,WZ08-55,107.7,5.05,1999-11
771,771,1999,11,WZ08-551,109.7,5.05,1999-11
772,772,1999,11,WZ08-552,87.0,5.05,1999-11
773,773,1999,11,WZ08-553,46.1,5.05,1999-11
774,774,1999,11,WZ08-559,70.6,5.05,1999-11
775,775,1999,11,WZ08-56,143.0,5.05,1999-11
776,776,1999,11,WZ08-561,148.3,5.05,1999-11
777,777,1999,11,WZ08-562,102.7,5.05,1999-11
778,778,1999,11,WZ08-563,183.9,5.05,1999-11
779,779,1999,11,WZ08-561-01,153.1,5.05,1999-11
780,780,1999,11,WZ08-55-01,128.6,5.05,1999-11
781,781,1999,12,WZ08-55,109.9,3.4,1999-12
782,782,1999,12,WZ08-551,111.8,3.4,1999-12
783,783,1999,12,WZ08-552,90.0,3.4,1999-12
784,784,1999,12,WZ08-553,42.1,3.4,1999-12
785,785,1999,12,WZ08-559,86.2,3.4,1999-12
786,786,1999,12,WZ08-56,157.6,3.4,1999-12
787,787,1999,12,WZ08-561,166.9,3.4,1999-12
788,788,1999,12,WZ08-562,101.2,3.4,1999-12
789,789,1999,12,WZ08-563,202.9,3.4,1999-12
790,790,1999,12,WZ08-561-01,171.8,3.4,1999-12
791,791,1999,12,WZ08-55-01,138.3,3.4,1999-12
792,792,2000,1,WZ08-55,92.6,3.6,2000-1
793,793,2000,1,WZ08-551,92.9,3.6,2000-1
794,794,2000,1,WZ08-552,92.8,3.6,2000-1
795,795,2000,1,WZ08-553,65.4,3.6,2000-1
796,796,2000,1,WZ08-559,83.5,3.6,2000-1
797,797,2000,1,WZ08-56,131.3,3.6,2000-1
798,798,2000,1,WZ08-561,136.6,3.6,2000-1
799,799,2000,1,WZ08-562,92.2,3.6,2000-1
800,800,2000,1,WZ08-563,168.7,3.6,2000-1
801,801,2000,1,WZ08-561-01,141.1,3.6,2000-1
802,802,2000,1,WZ08-55-01,115.6,3.6,2000-1
803,803,2000,2,WZ08-55,99.7,5.5,2000-2
804,804,2000,2,WZ08-551,100.4,5.5,2000-2
805,805,2000,2,WZ08-552,90.5,5.5,2000-2
806,806,2000,2,WZ08-553,67.9,5.5,2000-2
807,807,2000,2,WZ08-559,85.8,5.5,2000-2
808,808,2000,2,WZ08-56,130.9,5.5,2000-2
809,809,2000,2,WZ08-561,135.6,5.5,2000-2
810,810,2000,2,WZ08-562,94.7,5.5,2000-2
811,811,2000,2,WZ08-563,167.7,5.5,2000-2
812,812,2000,2,WZ08-561-01,140.0,5.5,2000-2
813,813,2000,2,WZ08-55-01,118.3,5.5,2000-2
814,814,2000,3,WZ08-55,108.7,7.5,2000-3
815,815,2000,3,WZ08-551,110.0,7.5,2000-3
816,816,2000,3,WZ08-552,94.2,7.5,2000-3
817,817,2000,3,WZ08-553,69.4,7.5,2000-3
818,818,2000,3,WZ08-559,80.8,7.5,2000-3
819,819,2000,3,WZ08-56,142.3,7.5,2000-3
820,820,2000,3,WZ08-561,147.0,7.5,2000-3
821,821,2000,3,WZ08-562,104.9,7.5,2000-3
822,822,2000,3,WZ08-563,181.9,7.5,2000-3
823,823,2000,3,WZ08-561-01,151.7,7.5,2000-3
824,824,2000,3,WZ08-55-01,128.8,7.5,2000-3
825,825,2000,4,WZ08-55,112.1,10.6,2000-4
826,826,2000,4,WZ08-551,111.0,10.6,2000-4
827,827,2000,4,WZ08-552,118.8,10.6,2000-4
828,828,2000,4,WZ08-553,143.0,10.6,2000-4
829,829,2000,4,WZ08-559,89.4,10.6,2000-4
830,830,2000,4,WZ08-56,147.4,10.6,2000-4
831,831,2000,4,WZ08-561,157.5,10.6,2000-4
832,832,2000,4,WZ08-562,93.6,10.6,2000-4
833,833,2000,4,WZ08-563,182.8,10.6,2000-4
834,834,2000,4,WZ08-561-01,160.8,10.6,2000-4
835,835,2000,4,WZ08-55-01,133.1,10.6,2000-4
836,836,2000,5,WZ08-55,140.3,16.8,2000-5
837,837,2000,5,WZ08-551,140.4,16.8,2000-5
838,838,2000,5,WZ08-552,146.4,16.8,2000-5
839,839,2000,5,WZ08-553,103.2,16.8,2000-5
840,840,2000,5,WZ08-559,114.4,16.8,2000-5
841,841,2000,5,WZ08-56,156.4,16.8,2000-5
842,842,2000,5,WZ08-561,166.0,16.8,2000-5
843,843,2000,5,WZ08-562,107.8,16.8,2000-5
844,844,2000,5,WZ08-563,185.8,16.8,2000-5
845,845,2000,5,WZ08-561-01,168.5,16.8,2000-5
846,846,2000,5,WZ08-55-01,150.0,16.8,2000-5
847,847,2000,6,WZ08-55,135.6,19.15,2000-6
848,848,2000,6,WZ08-551,134.3,19.15,2000-6
849,849,2000,6,WZ08-552,164.7,19.15,2000-6
850,850,2000,6,WZ08-553,99.0,19.15,2000-6
851,851,2000,6,WZ08-559,152.7,19.15,2000-6
852,852,2000,6,WZ08-56,155.7,19.15,2000-6
853,853,2000,6,WZ08-561,165.0,19.15,2000-6
854,854,2000,6,WZ08-562,100.5,19.15,2000-6
855,855,2000,6,WZ08-563,197.5,19.15,2000-6
856,856,2000,6,WZ08-561-01,169.5,19.15,2000-6
857,857,2000,6,WZ08-55-01,147.6,19.15,2000-6
858,858,2000,7,WZ08-55,130.1,17.7,2000-7
859,859,2000,7,WZ08-551,127.6,17.7,2000-7
860,860,2000,7,WZ08-552,171.6,17.7,2000-7
861,861,2000,7,WZ08-553,110.3,17.7,2000-7
862,862,2000,7,WZ08-559,188.8,17.7,2000-7
863,863,2000,7,WZ08-56,154.9,17.7,2000-7
864,864,2000,7,WZ08-561,165.5,17.7,2000-7
865,865,2000,7,WZ08-562,100.6,17.7,2000-7
866,866,2000,7,WZ08-563,187.2,17.7,2000-7
867,867,2000,7,WZ08-561-01,168.3,17.7,2000-7
868,868,2000,7,WZ08-55-01,144.8,17.7,2000-7
869,869,2000,8,WZ08-55,134.7,20.0,2000-8
870,870,2000,8,WZ08-551,131.9,20.0,2000-8
871,871,2000,8,WZ08-552,177.3,20.0,2000-8
872,872,2000,8,WZ08-553,122.8,20.0,2000-8
873,873,2000,8,WZ08-559,200.1,20.0,2000-8
874,874,2000,8,WZ08-56,153.2,20.0,2000-8
875,875,2000,8,WZ08-561,165.3,20.0,2000-8
876,876,2000,8,WZ08-562,97.1,20.0,2000-8
877,877,2000,8,WZ08-563,180.6,20.0,2000-8
878,878,2000,8,WZ08-561-01,167.2,20.0,2000-8
879,879,2000,8,WZ08-55-01,145.8,20.0,2000-8
880,880,2000,9,WZ08-55,154.2,14.850000000000001,2000-9
881,881,2000,9,WZ08-551,153.7,14.850000000000001,2000-9
882,882,2000,9,WZ08-552,176.0,14.850000000000001,2000-9
883,883,2000,9,WZ08-553,92.9,14.850000000000001,2000-9
884,884,2000,9,WZ08-559,166.2,14.850000000000001,2000-9
885,885,2000,9,WZ08-56,153.5,14.850000000000001,2000-9
886,886,2000,9,WZ08-561,162.4,14.850000000000001,2000-9
887,887,2000,9,WZ08-562,109.0,14.850000000000001,2000-9
888,888,2000,9,WZ08-563,178.1,14.850000000000001,2000-9
889,889,2000,9,WZ08-561-01,164.6,14.850000000000001,2000-9
890,890,2000,9,WZ08-55-01,153.9,14.850000000000001,2000-9
891,891,2000,10,WZ08-55,140.4,11.2,2000-10
892,892,2000,10,WZ08-551,141.1,11.2,2000-10
893,893,2000,10,WZ08-552,141.3,11.2,2000-10
894,894,2000,10,WZ08-553,74.8,11.2,2000-10
895,895,2000,10,WZ08-559,120.1,11.2,2000-10
896,896,2000,10,WZ08-56,149.7,11.2,2000-10
897,897,2000,10,WZ08-561,158.3,11.2,2000-10
898,898,2000,10,WZ08-562,103.7,11.2,2000-10
899,899,2000,10,WZ08-563,180.6,11.2,2000-10
900,900,2000,10,WZ08-561-01,161.2,11.2,2000-10
901,901,2000,10,WZ08-55-01,146.0,11.2,2000-10
902,902,2000,11,WZ08-55,110.0,6.9,2000-11
903,903,2000,11,WZ08-551,112.7,6.9,2000-11
904,904,2000,11,WZ08-552,81.5,6.9,2000-11
905,905,2000,11,WZ08-553,42.6,6.9,2000-11
906,906,2000,11,WZ08-559,46.1,6.9,2000-11
907,907,2000,11,WZ08-56,136.9,6.9,2000-11
908,908,2000,11,WZ08-561,141.7,6.9,2000-11
909,909,2000,11,WZ08-562,104.1,6.9,2000-11
910,910,2000,11,WZ08-563,167.0,6.9,2000-11
911,911,2000,11,WZ08-561-01,145.1,6.9,2000-11
912,912,2000,11,WZ08-55-01,126.0,6.9,2000-11
913,913,2000,12,WZ08-55,110.0,5.2,2000-12
914,914,2000,12,WZ08-551,112.7,5.2,2000-12
915,915,2000,12,WZ08-552,76.3,5.2,2000-12
916,916,2000,12,WZ08-553,40.4,5.2,2000-12
917,917,2000,12,WZ08-559,76.6,5.2,2000-12
918,918,2000,12,WZ08-56,153.6,5.2,2000-12
919,919,2000,12,WZ08-561,162.0,5.2,2000-12
920,920,2000,12,WZ08-562,102.6,5.2,2000-12
921,921,2000,12,WZ08-563,194.2,5.2,2000-12
922,922,2000,12,WZ08-561-01,166.4,5.2,2000-12
923,923,2000,12,WZ08-55-01,135.9,5.2,2000-12
924,924,2001,1,WZ08-55,96.4,3.3,2001-1
925,925,2001,1,WZ08-551,97.5,3.3,2001-1
926,926,2001,1,WZ08-552,82.4,3.3,2001-1
927,927,2001,1,WZ08-553,67.5,3.3,2001-1
928,928,2001,1,WZ08-559,72.9,3.3,2001-1
929,929,2001,1,WZ08-56,128.2,3.3,2001-1
930,930,2001,1,WZ08-561,132.2,3.3,2001-1
931,931,2001,1,WZ08-562,94.5,3.3,2001-1
932,932,2001,1,WZ08-563,164.8,3.3,2001-1
933,933,2001,1,WZ08-561-01,136.6,3.3,2001-1
934,934,2001,1,WZ08-55-01,115.3,3.3,2001-1
935,935,2001,2,WZ08-55,95.1,5.449999999999999,2001-2
936,936,2001,2,WZ08-551,96.2,5.449999999999999,2001-2
937,937,2001,2,WZ08-552,84.4,5.449999999999999,2001-2
938,938,2001,2,WZ08-553,57.8,5.449999999999999,2001-2
939,939,2001,2,WZ08-559,76.2,5.449999999999999,2001-2
940,940,2001,2,WZ08-56,126.7,5.449999999999999,2001-2
941,941,2001,2,WZ08-561,130.1,5.449999999999999,2001-2
942,942,2001,2,WZ08-562,92.7,5.449999999999999,2001-2
943,943,2001,2,WZ08-563,166.6,5.449999999999999,2001-2
944,944,2001,2,WZ08-561-01,135.2,5.449999999999999,2001-2
945,945,2001,2,WZ08-55-01,114.0,5.449999999999999,2001-2
946,946,2001,3,WZ08-55,111.7,8.2,2001-3
947,947,2001,3,WZ08-551,113.6,8.2,2001-3
948,948,2001,3,WZ08-552,89.4,8.2,2001-3
949,949,2001,3,WZ08-553,64.5,8.2,2001-3
950,950,2001,3,WZ08-559,67.7,8.2,2001-3
951,951,2001,3,WZ08-56,140.7,8.2,2001-3
952,952,2001,3,WZ08-561,145.1,8.2,2001-3
953,953,2001,3,WZ08-562,103.2,8.2,2001-3
954,954,2001,3,WZ08-563,180.7,8.2,2001-3
955,955,2001,3,WZ08-561-01,150.0,8.2,2001-3
956,956,2001,3,WZ08-55-01,129.0,8.2,2001-3
957,957,2001,4,WZ08-55,113.2,8.4,2001-4
958,958,2001,4,WZ08-551,112.1,8.4,2001-4
959,959,2001,4,WZ08-552,120.8,8.4,2001-4
960,960,2001,4,WZ08-553,137.0,8.4,2001-4
961,961,2001,4,WZ08-559,102.6,8.4,2001-4
962,962,2001,4,WZ08-56,142.9,8.4,2001-4
963,963,2001,4,WZ08-561,151.7,8.4,2001-4
964,964,2001,4,WZ08-562,94.8,8.4,2001-4
965,965,2001,4,WZ08-563,176.3,8.4,2001-4
966,966,2001,4,WZ08-561-01,155.1,8.4,2001-4
967,967,2001,4,WZ08-55-01,130.9,8.4,2001-4
968,968,2001,5,WZ08-55,137.2,17.5,2001-5
969,969,2001,5,WZ08-551,137.2,17.5,2001-5
970,970,2001,5,WZ08-552,138.5,17.5,2001-5
971,971,2001,5,WZ08-553,113.6,17.5,2001-5
972,972,2001,5,WZ08-559,120.6,17.5,2001-5
973,973,2001,5,WZ08-56,155.7,17.5,2001-5
974,974,2001,5,WZ08-561,165.9,17.5,2001-5
975,975,2001,5,WZ08-562,103.8,17.5,2001-5
976,976,2001,5,WZ08-563,186.7,17.5,2001-5
977,977,2001,5,WZ08-561-01,168.5,17.5,2001-5
978,978,2001,5,WZ08-55-01,148.3,17.5,2001-5
979,979,2001,6,WZ08-55,132.0,16.4,2001-6
980,980,2001,6,WZ08-551,130.7,16.4,2001-6
981,981,2001,6,WZ08-552,156.0,16.4,2001-6
982,982,2001,6,WZ08-553,109.6,16.4,2001-6
983,983,2001,6,WZ08-559,149.5,16.4,2001-6
984,984,2001,6,WZ08-56,152.6,16.4,2001-6
985,985,2001,6,WZ08-561,162.8,16.4,2001-6
986,986,2001,6,WZ08-562,101.2,16.4,2001-6
987,987,2001,6,WZ08-563,182.6,16.4,2001-6
988,988,2001,6,WZ08-561-01,165.4,16.4,2001-6
989,989,2001,6,WZ08-55-01,144.4,16.4,2001-6
990,990,2001,7,WZ08-55,130.3,20.2,2001-7
991,991,2001,7,WZ08-551,126.7,20.2,2001-7
992,992,2001,7,WZ08-552,173.6,20.2,2001-7
993,993,2001,7,WZ08-553,159.8,20.2,2001-7
994,994,2001,7,WZ08-559,192.8,20.2,2001-7
995,995,2001,7,WZ08-56,155.9,20.2,2001-7
996,996,2001,7,WZ08-561,166.3,20.2,2001-7
997,997,2001,7,WZ08-562,101.4,20.2,2001-7
998,998,2001,7,WZ08-563,190.1,20.2,2001-7
999,999,2001,7,WZ08-561-01,169.5,20.2,2001-7
1000,1000,2001,7,WZ08-55-01,145.5,20.2,2001-7
1001,1001,2001,8,WZ08-55,132.5,20.5,2001-8
1002,1002,2001,8,WZ08-551,129.3,20.5,2001-8
1003,1003,2001,8,WZ08-552,174.7,20.5,2001-8
1004,1004,2001,8,WZ08-553,146.6,20.5,2001-8
1005,1005,2001,8,WZ08-559,188.6,20.5,2001-8
1006,1006,2001,8,WZ08-56,154.7,20.5,2001-8
1007,1007,2001,8,WZ08-561,167.4,20.5,2001-8
1008,1008,2001,8,WZ08-562,99.1,20.5,2001-8
1009,1009,2001,8,WZ08-563,177.9,20.5,2001-8
1010,1010,2001,8,WZ08-561-01,168.7,20.5,2001-8
1011,1011,2001,8,WZ08-55-01,145.8,20.5,2001-8
1012,1012,2001,9,WZ08-55,143.4,12.75,2001-9
1013,1013,2001,9,WZ08-551,142.9,12.75,2001-9
1014,1014,2001,9,WZ08-552,161.6,12.75,2001-9
1015,1015,2001,9,WZ08-553,89.0,12.75,2001-9
1016,1016,2001,9,WZ08-559,141.3,12.75,2001-9
1017,1017,2001,9,WZ08-56,147.5,12.75,2001-9
1018,1018,2001,9,WZ08-561,155.7,12.75,2001-9
1019,1019,2001,9,WZ08-562,103.7,12.75,2001-9
1020,1020,2001,9,WZ08-563,175.8,12.75,2001-9
1021,1021,2001,9,WZ08-561-01,158.3,12.75,2001-9
1022,1022,2001,9,WZ08-55-01,145.9,12.75,2001-9
1023,1023,2001,10,WZ08-55,135.2,13.1,2001-10
1024,1024,2001,10,WZ08-551,135.8,13.1,2001-10
1025,1025,2001,10,WZ08-552,140.2,13.1,2001-10
1026,1026,2001,10,WZ08-553,74.6,13.1,2001-10
1027,1027,2001,10,WZ08-559,103.4,13.1,2001-10
1028,1028,2001,10,WZ08-56,150.2,13.1,2001-10
1029,1029,2001,10,WZ08-561,159.1,13.1,2001-10
1030,1030,2001,10,WZ08-562,100.7,13.1,2001-10
1031,1031,2001,10,WZ08-563,184.3,13.1,2001-10
1032,1032,2001,10,WZ08-561-01,162.5,13.1,2001-10
1033,1033,2001,10,WZ08-55-01,144.2,13.1,2001-10
1034,1034,2001,11,WZ08-55,108.1,5.45,2001-11
1035,1035,2001,11,WZ08-551,110.9,5.45,2001-11
1036,1036,2001,11,WZ08-552,74.8,5.45,2001-11
1037,1037,2001,11,WZ08-553,45.4,5.45,2001-11
1038,1038,2001,11,WZ08-559,56.2,5.45,2001-11
1039,1039,2001,11,WZ08-56,138.5,5.45,2001-11
1040,1040,2001,11,WZ08-561,143.7,5.45,2001-11
1041,1041,2001,11,WZ08-562,99.6,5.45,2001-11
1042,1042,2001,11,WZ08-563,176.8,5.45,2001-11
1043,1043,2001,11,WZ08-561-01,148.3,5.45,2001-11
1044,1044,2001,11,WZ08-55-01,126.3,5.45,2001-11
1045,1045,2001,12,WZ08-55,105.3,0.6,2001-12
1046,1046,2001,12,WZ08-551,108.0,0.6,2001-12
1047,1047,2001,12,WZ08-552,70.1,0.6,2001-12
1048,1048,2001,12,WZ08-553,41.3,0.6,2001-12
1049,1049,2001,12,WZ08-559,74.4,0.6,2001-12
1050,1050,2001,12,WZ08-56,153.0,0.6,2001-12
1051,1051,2001,12,WZ08-561,162.9,0.6,2001-12
1052,1052,2001,12,WZ08-562,93.5,0.6,2001-12
1053,1053,2001,12,WZ08-563,199.3,0.6,2001-12
1054,1054,2001,12,WZ08-561-01,167.8,0.6,2001-12
1055,1055,2001,12,WZ08-55-01,133.5,0.6,2001-12
1056,1056,2002,1,WZ08-55,91.7,0.8,2002-1
1057,1057,2002,1,WZ08-551,92.6,0.8,2002-1
1058,1058,2002,1,WZ08-552,76.5,0.8,2002-1
1059,1059,2002,1,WZ08-553,68.7,0.8,2002-1
1060,1060,2002,1,WZ08-559,67.9,0.8,2002-1
1061,1061,2002,1,WZ08-56,121.5,0.8,2002-1
1062,1062,2002,1,WZ08-561,125.3,0.8,2002-1
1063,1063,2002,1,WZ08-562,88.1,0.8,2002-1
1064,1064,2002,1,WZ08-563,159.1,0.8,2002-1
1065,1065,2002,1,WZ08-561-01,130.0,0.8,2002-1
1066,1066,2002,1,WZ08-55-01,109.5,0.8,2002-1
1067,1067,2002,2,WZ08-55,92.5,7.35,2002-2
1068,1068,2002,2,WZ08-551,93.7,7.35,2002-2
1069,1069,2002,2,WZ08-552,77.2,7.35,2002-2
1070,1070,2002,2,WZ08-553,65.2,7.35,2002-2
1071,1071,2002,2,WZ08-559,64.5,7.35,2002-2
1072,1072,2002,2,WZ08-56,118.1,7.35,2002-2
1073,1073,2002,2,WZ08-561,120.8,7.35,2002-2
1074,1074,2002,2,WZ08-562,88.4,7.35,2002-2
1075,1075,2002,2,WZ08-563,155.4,7.35,2002-2
1076,1076,2002,2,WZ08-561-01,125.6,7.35,2002-2
